1.000000000000000021e-02,1.428300000000000056e-02,1.603999999999999957e-03
1.311999999999999922e+01,-7.538000000000000429e-03,1.000999999999999937e-03
2.696000000000000085e+01,-1.105109999999999981e-01,1.507000000000000006e-02
2.698000000000000043e+01,-1.230890000000000040e-01,1.593400000000000025e-02
5.000999999999999801e+01,-4.384719999999999729e-01,5.699300000000000199e-02
5.185000000000000142e+01,-6.380810000000000093e-01,7.916199999999999626e-02
7.089000000000000057e+01,-6.474929999999999852e-01,8.004799999999999416e-02
1.057800000000000011e+02,-7.365429999999999477e-01,8.887899999999999967e-02
1.308499999999999943e+02,-4.687169999999999948e-01,5.617899999999999977e-02
1.578199999999999932e+02,-4.495959999999999956e-01,6.830100000000000060e-02
1.848199999999999932e+02,-7.343260000000000343e-01,2.583699999999999886e-02
3.470600000000000023e+02,1.277419999999999944e-01,4.526999999999999774e-03
3.560099999999999909e+02,-3.548780000000000268e-01,1.327099999999999981e-02
3.630099999999999909e+02,1.926650000000000029e-01,8.077000000000000846e-03
3.659599999999999795e+02,1.742029999999999967e-01,6.354000000000000273e-03
3.659800000000000182e+02,1.765160000000000062e-01,6.647000000000000131e-03
3.691700000000000159e+02,8.649700000000000444e-02,3.403999999999999908e-03
3.731700000000000159e+02,1.829770000000000008e-01,6.788999999999999896e-03
3.781700000000000159e+02,-1.078859999999999958e-01,3.906000000000000184e-03
3.939300000000000068e+02,3.868579999999999797e-01,1.510899999999999917e-02
3.991000000000000227e+02,3.205040000000000111e-01,2.058000000000000107e-02
4.088899999999999864e+02,5.506499999999999728e-01,3.531200000000000311e-02
4.198500000000000227e+02,2.834709999999999730e-01,1.658300000000000052e-02
4.260299999999999727e+02,3.577420000000000044e-01,2.239500000000000171e-02
4.340299999999999727e+02,-4.532610000000000250e-01,2.784100000000000116e-02
4.437699999999999818e+02,-6.468800000000000106e-01,3.926000000000000323e-02
4.437799999999999727e+02,-5.807809999999999917e-01,4.655999999999999722e-02
4.519499999999999886e+02,-1.293366000000000016e+00,9.023399999999999477e-02
4.627799999999999727e+02,-8.990080000000000293e-01,7.041600000000000636e-02
4.700500000000000114e+02,-8.875969999999999693e-01,6.644300000000000206e-02
4.700600000000000023e+02,-8.600809999999999844e-01,3.099000000000000019e-02
4.788700000000000045e+02,-1.258388999999999980e+00,6.363099999999999312e-02
4.969599999999999795e+02,-5.553900000000000503e-01,3.360199999999999992e-02
5.058100000000000023e+02,-2.726560000000000095e-01,1.363499999999999955e-02
5.058199999999999932e+02,-3.176889999999999992e-01,1.472900000000000077e-02
5.148200000000000500e+02,1.946099999999999913e-02,9.300000000000000541e-04
5.238200000000000500e+02,-5.528819999999999846e-01,2.749100000000000155e-02
5.358400000000000318e+02,-1.037889999999999979e+00,5.108900000000000247e-02
5.358500000000000227e+02,-9.305369999999999475e-01,5.095199999999999729e-02
5.508400000000000318e+02,-5.295159999999999867e-01,2.758299999999999988e-02
5.668200000000000500e+02,-6.212700000000000167e-02,3.485999999999999949e-03
7.180099999999999909e+02,-3.709180000000000255e-01,1.288699999999999915e-02
7.191000000000000227e+02,-2.343790000000000040e-01,8.434999999999999790e-03
7.220000000000000000e+02,-2.304740000000000122e-01,8.637999999999999845e-03
7.220099999999999909e+02,-2.306360000000000077e-01,8.850999999999999493e-03
7.310099999999999909e+02,-7.848600000000000021e-02,3.020000000000000115e-03
7.399600000000000364e+02,-5.043729999999999603e-01,2.183500000000000024e-02
7.479500000000000455e+02,-7.955160000000000009e-01,3.666200000000000014e-02
7.521000000000000227e+02,-8.748299999999999965e-01,3.611500000000000127e-02
7.561200000000000045e+02,-8.660569999999999657e-01,3.621200000000000113e-02
7.649600000000000364e+02,-5.165359999999999951e-01,1.954900000000000040e-02
7.649800000000000182e+02,-5.195070000000000521e-01,1.907800000000000121e-02
7.751000000000000227e+02,-2.155350000000000044e-01,7.853999999999999870e-03
7.811299999999999955e+02,8.242499999999999827e-02,3.131999999999999802e-03
7.820599999999999454e+02,-5.792200000000000126e-02,2.112000000000000162e-03
7.820700000000000500e+02,-5.432800000000000129e-02,2.168999999999999921e-03
7.910299999999999727e+02,-3.132599999999999829e-01,1.095400000000000020e-02
8.027799999999999727e+02,-6.542940000000000422e-01,2.251099999999999976e-02
8.089600000000000364e+02,-5.725930000000000186e-01,1.905600000000000002e-02
8.089800000000000182e+02,-5.647109999999999630e-01,1.867100000000000010e-02
8.180599999999999454e+02,-3.161100000000000021e-01,1.064099999999999942e-02
8.277799999999999727e+02,-2.276930000000000065e-01,7.835999999999999216e-03
8.448799999999999955e+02,1.943570000000000020e-01,4.932999999999999885e-03
8.448899999999999864e+02,1.911799999999999888e-01,5.158000000000000258e-03
8.540299999999999727e+02,2.437149999999999872e-01,6.610999999999999689e-03
8.540499999999999545e+02,2.450869999999999993e-01,6.658999999999999989e-03
8.628400000000000318e+02,5.150430000000000286e-01,1.461800000000000078e-02
8.708200000000000500e+02,5.509180000000000188e-01,1.604099999999999970e-02
8.799400000000000546e+02,7.107189999999999896e-01,2.020599999999999827e-02
8.978899999999999864e+02,2.072600000000000137e-02,6.030000000000000204e-04
9.078200000000000500e+02,2.722300000000000067e-02,7.540000000000000044e-04
9.078400000000000318e+02,3.872699999999999754e-02,1.116999999999999937e-03
9.208200000000000500e+02,-4.348920000000000008e-01,2.089900000000000091e-02
9.248200000000000500e+02,-3.416930000000000245e-01,1.611100000000000032e-02
1.099980000000000018e+03,-3.814200000000000229e-02,1.649999999999999991e-03
1.100960000000000036e+03,-5.412399999999999850e-02,3.164000000000000146e-03
1.113930000000000064e+03,-2.809030000000000138e-01,1.434700000000000038e-02
1.117140000000000100e+03,-1.765629999999999977e-01,9.263000000000000400e-03
1.122930000000000064e+03,-2.571220000000000172e-01,1.523599999999999954e-02
1.129130000000000109e+03,-6.484199999999999686e-02,2.971999999999999816e-03
1.138890000000000100e+03,-4.369919999999999916e-01,2.080800000000000011e-02
1.147059999999999945e+03,-1.806989999999999985e-01,9.227000000000000826e-03
1.147069999999999936e+03,-1.831609999999999905e-01,9.145999999999999616e-03
1.157809999999999945e+03,-4.573800000000000088e-02,2.177000000000000116e-03
1.157819999999999936e+03,-4.336299999999999877e-02,2.157000000000000063e-03
1.164809999999999945e+03,3.062799999999999898e-02,1.549999999999999946e-03
1.164819999999999936e+03,2.310200000000000101e-02,1.105000000000000079e-03
1.172990000000000009e+03,-1.951620000000000021e-01,9.872000000000000566e-03
1.187779999999999973e+03,-1.760460000000000080e-01,8.642000000000000376e-03
1.190940000000000055e+03,-6.554219999999999491e-01,3.104700000000000168e-02
1.200869999999999891e+03,-3.686510000000000065e-01,1.717499999999999930e-02
1.200880000000000109e+03,-3.933920000000000194e-01,1.751899999999999985e-02
1.209059999999999945e+03,-6.197880000000000056e-01,1.415990000000000026e-01
1.226849999999999909e+03,-9.289589999999999792e-01,1.951459999999999861e-01
1.231849999999999909e+03,-9.621509999999999785e-01,2.884660000000000002e-01
1.235990000000000009e+03,-8.625129999999999741e-01,2.323340000000000127e-01
1.244819999999999936e+03,-7.909469999999999557e-01,2.391800000000000037e-01
1.253819999999999936e+03,-1.161243999999999943e+00,2.996489999999999987e-01
1.262819999999999936e+03,-8.547559999999999603e-01,1.847109999999999863e-01
1.262839999999999918e+03,-7.135890000000000288e-01,1.839320000000000122e-01
1.274819999999999936e+03,-4.009960000000000191e-01,2.133440000000000059e-01
1.280819999999999936e+03,-9.189500000000000446e-02,8.459800000000000653e-02
1.448009999999999991e+03,-1.153030000000000027e-01,1.542100000000000068e-02
1.455009999999999991e+03,-2.278300000000000117e-02,2.523000000000000069e-03
1.462009999999999991e+03,7.808400000000000063e-02,7.887999999999999179e-03
1.465960000000000036e+03,3.474949999999999983e-01,4.717600000000000265e-02
1.466960000000000036e+03,4.777699999999999725e-01,6.378799999999999748e-02
1.469170000000000073e+03,3.095910000000000051e-01,5.114500000000000296e-02
1.473170000000000073e+03,4.688570000000000237e-01,8.717800000000000549e-02
1.494099999999999909e+03,3.425549999999999984e-01,4.866499999999999992e-02
1.497990000000000009e+03,5.238009999999999611e-01,1.136400000000000049e-01
1.503089999999999918e+03,9.063449999999999562e-01,1.490869999999999973e-01
1.513869999999999891e+03,4.227639999999999731e-01,3.498300000000000021e-02
1.521019999999999982e+03,1.885129999999999861e-01,1.922799999999999856e-02
1.521029999999999973e+03,2.531300000000000217e-01,2.006199999999999997e-02
1.530009999999999991e+03,1.101550000000000029e-01,1.025299999999999996e-02
1.540819999999999936e+03,9.248359999999999914e-01,7.261700000000000099e-02
1.569779999999999973e+03,9.379840000000000400e-01,6.686599999999999488e-02
1.569799999999999955e+03,7.076780000000000292e-01,6.743200000000000582e-02
1.584799999999999955e+03,1.475832999999999950e+00,1.267510000000000026e-01
1.600839999999999918e+03,1.319951000000000096e+00,1.046969999999999984e-01
1.600849999999999909e+03,1.298273000000000010e+00,1.031220000000000053e-01
1.618950000000000045e+03,9.388589999999999991e-01,2.714700000000000099e-02
1.628819999999999936e+03,7.399000000000000021e-02,2.340000000000000066e-03
1.636819999999999936e+03,-7.469499999999999751e-02,2.327000000000000075e-03
1.645819999999999936e+03,1.176070000000000032e-01,3.762000000000000153e-03
1.645839999999999918e+03,1.111649999999999999e-01,3.582999999999999814e-03
1.817019999999999982e+03,-5.240540000000000198e-01,1.496499999999999914e-02
1.817029999999999973e+03,-4.711250000000000160e-01,1.462100000000000032e-02
1.822009999999999991e+03,-9.258450000000000291e-01,2.884199999999999958e-02
1.826099999999999909e+03,-8.578400000000000469e-01,2.993600000000000080e-02
1.830960000000000036e+03,-1.063990999999999909e+00,3.324400000000000271e-02
1.839950000000000045e+03,-1.020887000000000100e+00,5.560600000000000265e-02
1.839960000000000036e+03,-1.060516999999999932e+00,5.682500000000000051e-02
1.849930000000000064e+03,-5.099679999999999769e-01,2.641800000000000051e-02
1.852130000000000109e+03,-4.912480000000000180e-01,2.682299999999999962e-02
1.857029999999999973e+03,-3.707730000000000192e-01,1.994900000000000145e-02
1.860140000000000100e+03,-5.010010000000000296e-01,2.621800000000000172e-02
1.868910000000000082e+03,-7.221990000000000354e-01,3.903299999999999825e-02
1.871119999999999891e+03,-6.739399999999999835e-01,3.836500000000000327e-02
1.878049999999999955e+03,-5.483909999999999618e-01,3.063000000000000098e-02
1.878059999999999945e+03,-5.854650000000000132e-01,2.995000000000000093e-02
1.887049999999999955e+03,-5.969330000000000469e-01,2.368900000000000172e-02
1.887059999999999945e+03,-6.456819999999999782e-01,2.302200000000000080e-02
1.914869999999999891e+03,-3.101820000000000133e-01,1.093200000000000074e-02
1.930920000000000073e+03,-4.308629999999999960e-01,1.596600000000000102e-02
1.941779999999999973e+03,-7.348489999999999744e-01,2.763399999999999884e-02
1.941799999999999955e+03,-7.451919999999999655e-01,2.722400000000000167e-02
1.941980000000000018e+03,-7.490390000000000104e-01,2.827500000000000152e-02
1.957819999999999936e+03,-6.409639999999999782e-01,2.464399999999999924e-02
1.957839999999999918e+03,-6.516579999999999595e-01,2.405499999999999999e-02
1.966819999999999936e+03,-1.810910000000000020e-01,6.560999999999999992e-03
1.969890000000000100e+03,-3.567910000000000248e-01,2.154500000000000165e-02
1.975819999999999936e+03,-3.380529999999999924e-01,1.876399999999999943e-02
1.984819999999999936e+03,3.327100000000000196e-02,1.729000000000000068e-03
1.986890000000000100e+03,-1.914389999999999981e-01,1.042099999999999971e-02
1.993819999999999936e+03,1.430549999999999877e-01,7.617999999999999772e-03
1.993839999999999918e+03,1.394259999999999944e-01,6.820999999999999806e-03
2.002819999999999936e+03,-2.737720000000000153e-01,1.469999999999999953e-02
2.002839999999999918e+03,-2.992130000000000067e-01,1.484300000000000029e-02
2.020819999999999936e+03,7.254499999999999837e-02,3.974000000000000102e-03
2.175019999999999982e+03,-4.369370000000000198e-01,2.186499999999999902e-02
2.177179999999999836e+03,-4.427459999999999729e-01,1.710800000000000168e-02
2.183010000000000218e+03,-5.170510000000000383e-01,1.907899999999999874e-02
2.192960000000000036e+03,-1.501689999999999969e-01,5.564999999999999634e-03
2.192980000000000018e+03,-1.529129999999999934e-01,5.530000000000000193e-03
2.201960000000000036e+03,-5.001679999999999460e-01,1.706600000000000131e-02
2.204170000000000073e+03,-3.732099999999999862e-01,1.496399999999999987e-02
2.214980000000000018e+03,-4.900930000000000009e-01,1.821300000000000002e-02
2.224989999999999782e+03,-6.882239999999999469e-01,2.603199999999999958e-02
2.234090000000000146e+03,-3.046309999999999851e-01,1.203700000000000082e-02
2.243090000000000146e+03,-2.148039999999999949e-01,8.229999999999999469e-03
2.243099999999999909e+03,-2.302099999999999980e-01,1.762599999999999931e-02
2.261030000000000200e+03,3.311740000000000239e-01,2.794800000000000062e-02
2.270010000000000218e+03,2.202040000000000108e-01,1.788999999999999965e-02
2.270019999999999982e+03,2.384670000000000123e-01,1.985599999999999865e-02
2.278800000000000182e+03,2.919729999999999825e-01,1.954300000000000134e-02
2.278809999999999945e+03,2.441290000000000127e-01,2.012399999999999953e-02
2.287940000000000055e+03,6.943770000000000220e-01,5.292800000000000282e-02
2.296920000000000073e+03,1.258127999999999913e+00,9.509800000000000197e-02
2.307780000000000200e+03,1.559363000000000055e+00,1.176439999999999986e-01
2.307800000000000182e+03,1.524431000000000092e+00,1.021370000000000056e-01
2.314869999999999891e+03,8.263080000000000425e-01,1.320189999999999975e-01
2.323820000000000164e+03,1.142778000000000072e+00,1.423290000000000111e-01
2.323840000000000146e+03,1.098365000000000036e+00,1.284849999999999881e-01
2.331820000000000164e+03,1.284866999999999981e+00,1.424239999999999950e-01
2.340820000000000164e+03,8.513990000000000169e-01,9.401900000000000535e-02
2.349820000000000164e+03,4.243310000000000137e-01,4.011100000000000082e-02
2.358820000000000164e+03,4.191639999999999810e-01,4.919599999999999668e-02
2.367820000000000164e+03,2.170670000000000099e-01,2.924500000000000016e-02
2.376820000000000164e+03,2.011930000000000107e-01,2.716500000000000165e-02
2.385820000000000164e+03,-2.869030000000000191e-01,3.158600000000000296e-02
2.385840000000000146e+03,-2.390329999999999955e-01,7.520999999999999908e-03
2.540030000000000200e+03,5.660899999999999960e-02,1.649999999999999991e-03
2.548099999999999909e+03,4.087089999999999890e-01,1.208000000000000046e-02
2.549030000000000200e+03,5.140139999999999709e-01,1.506000000000000047e-02
2.552010000000000218e+03,3.477109999999999923e-01,1.043799999999999936e-02
2.560980000000000018e+03,-5.062200000000000033e-02,1.569000000000000082e-03
2.575159999999999854e+03,5.442299999999999915e-02,1.714999999999999945e-03
2.578130000000000109e+03,-3.252269999999999883e-01,9.717999999999999208e-03
2.583130000000000109e+03,-6.979710000000000081e-01,2.035500000000000156e-02
2.590099999999999909e+03,-9.271470000000000544e-01,2.900300000000000100e-02
2.599139999999999873e+03,-7.534290000000000154e-01,2.367400000000000060e-02
