lag,logamp,logtau
561.5946192234208,-0.0164998188378932,5.173101373475748
558.2716085490788,0.3388935325632818,5.7709570674971875
532.6533281774288,0.13935537785437013,5.447646411906264
553.0763959738426,0.16312046740851738,5.25261278073488
177.5486287896764,-0.16446858271784304,4.838355143378504
564.1110516086201,0.510549362675002,6.321010113595725
550.7694637711828,0.011846064384105182,5.371751000270674
559.1218568335887,-0.13745832665824675,4.82540970889536
176.95756987297187,0.43116617588972184,6.0425168314538364
178.57256682170325,0.49658067358561975,6.181909947287288
176.94326365959952,0.3908925047237306,5.704329175043056
554.408037474614,0.3069885466912614,5.532530278434099
175.09847298742696,0.9531719089845385,7.131742964761246
172.20768862056403,0.364528979209336,5.998070044265256
562.4341294104642,0.5158204631681418,6.027279533988614
556.6432326942365,0.24596032487041852,5.751950232238455
559.0426213166497,0.5038035592694956,6.21158833777937
170.64424092616787,0.2305288180973164,5.500277988296355
533.6066785035742,-0.09604703631875633,5.054334108411132
169.44031075764306,-0.019573210808204955,5.213443834384747
555.3650840669452,0.13142203567244493,5.385156913893027
561.9724340413535,0.015053993696855894,5.245168797670225
531.5218532849017,0.9034857668179295,6.868871391403928
173.3199781802259,0.4339383459849402,5.900456736663752
169.54854117650058,0.2036677985432478,5.490851724414031
578.5947751607661,0.04824990621016578,5.099645686671467
559.1644309133205,0.14101924921430165,5.295961365102418
179.7976050598668,-0.06845788076633297,4.924968985679294
535.745416485784,0.04160264936589275,5.161825211046609
559.3897206309991,-0.03335262188863586,5.105241200951287
178.70603560506854,0.2463950534226731,5.484084862475717
559.611694503178,-0.12677024077254306,4.851183722320166
530.3635105961642,0.12485841912789808,5.538262204618701
529.2805359744864,0.07335512528909072,5.511190217937924
172.14515163418432,-0.01153149420204802,5.16523145272201
556.1512569155908,0.19806163438660263,5.501068446279213
582.9321678805929,0.14427319127680338,5.508566765816224
565.8029352569021,0.39625693358697256,5.983437954552802
582.6671024829045,0.5698413834254497,6.1702228371897085
173.17615770196792,0.262078500018448,5.712190663107361
553.153227877934,0.04574293237391558,5.120250919554903
551.4815016079441,1.2301032244991534,7.512406609208329
534.1088267301207,0.1581717612040996,5.4447328200451794
541.3260295783235,0.18891391766904908,5.310457069954158
172.6477808931903,0.2897789503526209,5.59295474206547
177.45171616242078,0.017257331571012058,5.116801599183204
537.7596139872418,0.09238106327759432,5.197805033292019
177.3169142879983,0.027521121907160273,5.295468028664069
548.4225004602682,0.33217232491198545,5.625039906834278
542.9584278449229,-0.060443293723050906,5.131775923046301
535.7395634811712,0.2748792891008087,5.854673351786205
171.90529193367817,-0.053002350063951265,4.889791596473993
170.801764065747,0.17853088056599065,5.496362113900197
552.6225233093005,0.05146732810852139,5.3134713569768035
177.27751463872363,0.375637726550756,5.9437246106641775
582.9277097963698,0.23038578273169463,5.524188909855958
561.6679332159546,0.218374826288394,5.5263556066575426
166.87933205802784,0.15746163573039218,5.350977719760558
554.4766116747713,0.3363957843588228,5.615839312552016
560.4125930013871,-0.1759505816526633,4.54521195318893
171.3492090234078,0.27385059751060914,5.726577678762412
176.67197526910132,-0.07827015323196829,4.908643568137485
176.53600133460657,0.03634189736645954,5.227922652480689
564.0725164388738,0.29887390169538897,5.5540362043751035
559.0816063443547,0.1800808016456279,5.517912272835085
558.0528298914201,0.07668934907082692,5.304924494613262
557.4161739751038,0.6003983987280381,6.377168386914292
176.56586422887622,0.5402328816042672,6.241058994929509
558.4542266353211,0.2600412028363994,5.388888453684222
560.8654957547467,0.1793104552434146,5.385299544046349
553.5235172818955,0.11632585102475401,5.3041402988077415
561.1356625513945,0.3101596741418051,5.585034669105621
176.89398504346798,-0.12381603413725395,4.950440972569416
539.4422963510792,0.29017924279713614,5.571725694381619
577.9774030568927,0.23754623690871557,5.4884451224604724
174.5146521573636,-0.2222877998756737,4.737829141407773
172.08893656809929,2.140032404864816,9.500958790031891
540.1068529604388,0.02697920612248983,5.067623153661827
562.9065288434092,0.4061025718291862,5.994462540916587
553.4627061249549,0.288447463580664,5.633204235796642
554.678675869486,0.02576065749751999,5.188817084397969
