lag,logtau,logamp,rel_amp,mean,rel_mean
116.91175720734634,4.065908538892917,-0.3218540515646069,1.0,0.0,0.0
127.99858268206556,4.564395741121535,-0.3212393782010312,1.0,0.0,0.0
111.61439872883732,5.333865570849936,0.10280066188226744,1.0,0.0,0.0
114.2203542213636,5.215904643576245,0.15285980068621896,1.0,0.0,0.0
110.1626902054891,5.35297978423679,0.16614737700256565,1.0,0.0,0.0
128.64183062167209,5.232576368817742,0.1337175218244182,1.0,0.0,0.0
110.05133656988897,4.2757562498611295,-0.45478561157063035,1.0,0.0,0.0
127.94892301252575,6.047048439975838,0.4291683218453217,1.0,0.0,0.0
120.65674120788225,5.103736912652978,-0.0788873803239083,1.0,0.0,0.0
130.06926646871608,4.777042811277924,-0.2700637026197028,1.0,0.0,0.0
126.22571249580402,5.395255837629688,0.22079396505759785,1.0,0.0,0.0
109.95198196287225,5.160155168769201,0.011039235311500306,1.0,0.0,0.0
133.68795596869944,4.9153729779101765,-0.09810103458797803,1.0,0.0,0.0
124.34406317957382,4.786366823169221,-0.13562890742442946,1.0,0.0,0.0
139.1870685271776,4.649317893329837,-0.18058921438285624,1.0,0.0,0.0
119.987909748203,5.542816061295247,0.2111853235031793,1.0,0.0,0.0
125.5603814708791,5.262639154685466,0.008066642842933014,1.0,0.0,0.0
116.24392266715202,4.817946168515885,-0.08667365798099436,1.0,0.0,0.0
121.60033263619246,4.5479639239335725,-0.2740087948631045,1.0,0.0,0.0
117.65886460672594,5.034078134916275,0.021970236782481667,1.0,0.0,0.0
120.36103625753262,5.041657981815023,-0.015460476095409348,1.0,0.0,0.0
124.49660234181472,5.069762052479416,-0.1449909072132476,1.0,0.0,0.0
126.97063578105136,4.801709665239679,-0.020692915769856324,1.0,0.0,0.0
122.63170122261334,5.2953424670069085,0.15147125326884847,1.0,0.0,0.0
121.00182628648427,5.248807990306722,0.054376383065348755,1.0,0.0,0.0
123.95522490146698,4.50188767205631,-0.14764787294312232,1.0,0.0,0.0
123.35777645281507,4.915549874759241,-0.07842503596562311,1.0,0.0,0.0
109.77504427493625,5.369630912709111,0.06276457865395146,1.0,0.0,0.0
140.11942421509752,4.633249454511411,-0.11295055296876733,1.0,0.0,0.0
133.8029261581433,4.653347053790004,-0.23367372878292159,1.0,0.0,0.0
123.54471799189871,4.678949217163016,-0.12645574580128738,1.0,0.0,0.0
110.16283245212335,4.883117684376249,-0.12517344735946923,1.0,0.0,0.0
117.53205626692092,4.790797856043406,-0.2764752578886429,1.0,0.0,0.0
119.48225182099513,5.402453686947474,0.23118106493820711,1.0,0.0,0.0
115.9032394303396,4.991819457604384,-0.09776010348961517,1.0,0.0,0.0
109.50120615456208,5.224961044672581,-0.030114921525201233,1.0,0.0,0.0
132.57923828290234,5.406950609534157,0.10053280970074452,1.0,0.0,0.0
124.3067897263556,5.257230935636647,0.1447109923444847,1.0,0.0,0.0
128.36007149367697,5.532332112465982,0.2599432489188338,1.0,0.0,0.0
117.95231902983288,4.220422784191953,-0.3908910277443929,1.0,0.0,0.0
161.76880981812138,5.37827344334537,0.054138639611583717,1.0,0.0,0.0
160.21951192104137,4.853954476699902,-0.1037005306599239,1.0,0.0,0.0
162.31089888246666,4.948832393626416,0.002244225539934419,1.0,0.0,0.0
151.8589881590781,5.504461764298534,0.06709221962302614,1.0,0.0,0.0
159.98860930133526,5.4706607289643125,0.11453067198354994,1.0,0.0,0.0
160.13958510012372,4.873966608880787,-0.1252266661666157,1.0,0.0,0.0
147.80874929131852,4.964104255022399,0.03493438294447859,1.0,0.0,0.0
157.33015091651305,5.873267275086458,0.35094686599932734,1.0,0.0,0.0
158.68742694872776,4.385573737351925,-0.3686193634733663,1.0,0.0,0.0
155.67624981326463,5.056723200907501,0.022314422955700408,1.0,0.0,0.0
158.10888709523675,5.306076596041411,0.1503064867453281,1.0,0.0,0.0
155.7241612303281,5.656997814234326,0.14644171134742567,1.0,0.0,0.0
161.91064563384063,6.11205970373796,0.5757070542875304,1.0,0.0,0.0
160.72933414419828,4.9478002718828655,-0.09959887287237601,1.0,0.0,0.0
162.6634087571816,5.2245571015900545,-0.05423179038573922,1.0,0.0,0.0
162.26853411581519,4.305392775368397,-0.39867276619296543,1.0,0.0,0.0
157.3337684090347,5.061063547875836,0.037088023514947555,1.0,0.0,0.0
162.47385130295697,5.383120557078856,0.22331490201850102,1.0,0.0,0.0
162.07027508983077,4.512249564469922,-0.37118031029071563,1.0,0.0,0.0
156.89328557532718,5.443798597739123,0.1751673227232975,1.0,0.0,0.0
162.703541834277,5.85085913114132,0.28728407004421896,1.0,0.0,0.0
158.87745971547503,4.857791283089025,0.06058782051287537,1.0,0.0,0.0
144.3942985252423,4.709827240236869,-0.1436296229445495,1.0,0.0,0.0
161.11482518378364,5.608345840539761,0.11460753777008614,1.0,0.0,0.0
156.0947516299584,5.343355490595992,0.08832638435518092,1.0,0.0,0.0
160.57221199981586,5.5877467081200995,0.3352308714283563,1.0,0.0,0.0
156.30747263587574,5.48377461531509,0.09867562842681199,1.0,0.0,0.0
156.0722774977371,4.4375261168092495,-0.32799814859364407,1.0,0.0,0.0
160.50936912985466,5.690047450284376,0.21505735964952155,1.0,0.0,0.0
156.73932370126147,5.464910344251858,0.15427144241182855,1.0,0.0,0.0
153.461776608636,5.280544471861036,-0.0075810813927814635,1.0,0.0,0.0
162.78794556241692,5.757989254069899,0.22557836677387,1.0,0.0,0.0
147.1682728099217,5.635515237334408,0.2295281671639664,1.0,0.0,0.0
156.49427488401736,5.389022700799399,0.08930328334906168,1.0,0.0,0.0
161.1028129139168,6.340505763066049,0.5976687962119773,1.0,0.0,0.0
150.49613200805476,5.172356941964739,0.07403346739081718,1.0,0.0,0.0
159.58444148078686,4.587177681999183,-0.27318248581738125,1.0,0.0,0.0
159.02892908907123,5.9674540904791,0.40803256265763865,1.0,0.0,0.0
162.05109892306692,5.22769155706352,-0.029210020686319282,1.0,0.0,0.0
155.03178717046578,5.033587119535998,0.05285277037470815,1.0,0.0,0.0
161.24049648160587,4.917252784215604,-0.059489314581302466,1.0,0.0,0.0
160.73977694572227,5.701529985370626,0.12611732080913818,1.0,0.0,0.0
158.55760343482785,5.909288553678281,0.39487082948206664,1.0,0.0,0.0
155.97075574984916,4.969045783324436,-0.10236175324313512,1.0,0.0,0.0
162.71971156791724,5.056769918316643,0.11713397873728137,1.0,0.0,0.0
155.65667162323777,4.948126227257846,-0.06705417021079096,1.0,0.0,0.0
153.3944155805076,5.6686168589799015,0.316479087709471,1.0,0.0,0.0
156.91781978274915,5.6474067513232065,0.1968730404359671,1.0,0.0,0.0
158.5611161361567,4.571100624586621,-0.20443239944558567,1.0,0.0,0.0
158.96727457800287,4.230664235139474,-0.35965186690151807,1.0,0.0,0.0
